file,duration,source
data/processed/speech/english/LibriSpeech/dev-clean/1272/128104/1272-128104-0014.wav,1.7,data/raw/speech/english/LibriSpeech/dev-clean/1272/128104/1272-128104-0014.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0000.wav,9.86,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0000.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0001.wav,10.02,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0001.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0002.wav,10.72,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0002.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0003.wav,4.03,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0003.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0004.wav,3.52,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0004.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0005.wav,3.94,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0005.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0006.wav,3.3,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0006.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0007.wav,3.07,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0007.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0008.wav,2.66,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0008.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0009.wav,1.06,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0009.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0010.wav,8.22,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0010.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0011.wav,2.3,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0011.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0012.wav,1.41,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0012.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0013.wav,3.14,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0013.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0014.wav,0.77,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0014.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0015.wav,6.53,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0015.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0016.wav,1.22,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0016.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0017.wav,5.98,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0017.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0018.wav,1.54,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0018.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0019.wav,2.5,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0019.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0020.wav,3.71,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0020.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0021.wav,1.86,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0021.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0022.wav,1.95,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0022.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0023.wav,6.37,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0023.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0024.wav,13.5,data/raw/speech/english/LibriSpeech/dev-clean/1272/135031/1272-135031-0024.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0000.wav,3.74,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0000.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0001.wav,5.6,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0001.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0002.wav,12.32,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0002.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0003.wav,4.48,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0003.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0004.wav,4.03,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0004.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0005.wav,5.02,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0005.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0006.wav,4.03,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0006.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0007.wav,3.68,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0007.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0008.wav,3.68,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0008.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0009.wav,7.55,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0009.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0010.wav,9.73,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0010.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0011.wav,4.26,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0011.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0012.wav,6.62,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0012.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0013.wav,0.9,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0013.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0014.wav,6.72,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0014.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0015.wav,4.8,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0015.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0016.wav,0.83,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0016.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0017.wav,3.07,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0017.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0018.wav,4.93,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0018.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0019.wav,3.81,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0019.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0020.wav,3.39,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0020.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0021.wav,3.68,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0021.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0022.wav,7.33,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0022.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0023.wav,7.62,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0023.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0024.wav,2.59,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0024.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0025.wav,7.65,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0025.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0026.wav,5.66,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0026.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0027.wav,5.5,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0027.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0028.wav,4.64,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0028.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0029.wav,5.86,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0029.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0030.wav,6.08,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0030.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0031.wav,6.18,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0031.flac
data/processed/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0032.wav,3.78,data/raw/speech/english/LibriSpeech/dev-clean/1272/141231/1272-141231-0032.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0000.wav,13.7,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0000.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0001.wav,3.42,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0001.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0002.wav,4.13,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0002.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0003.wav,1.86,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0003.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0004.wav,2.02,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0004.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0005.wav,12.54,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0005.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0006.wav,7.58,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0006.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0007.wav,4.38,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0007.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0008.wav,5.82,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0008.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0009.wav,2.11,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0009.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0010.wav,7.94,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0010.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0011.wav,10.5,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0011.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0012.wav,3.14,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0012.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0013.wav,5.98,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0013.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0014.wav,3.87,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0014.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0015.wav,2.62,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0015.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0016.wav,3.14,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0016.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0017.wav,5.15,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0017.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0018.wav,3.65,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0018.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0019.wav,2.69,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0019.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0020.wav,1.73,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0020.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0021.wav,8.8,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0021.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0022.wav,5.09,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0022.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0023.wav,8.74,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0023.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0024.wav,15.26,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0024.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0025.wav,3.81,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0025.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0026.wav,1.76,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0026.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0027.wav,4.45,data/raw/speech/english/LibriSpeech/dev-clean/1462/170138/1462-170138-0027.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0000.wav,3.9,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0000.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0001.wav,8.58,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0001.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0002.wav,5.38,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0002.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0003.wav,1.57,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0003.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0004.wav,6.5,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0004.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0005.wav,10.11,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0005.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0006.wav,5.38,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0006.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0007.wav,1.86,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0007.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0008.wav,3.78,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0008.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0009.wav,5.38,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0009.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0010.wav,3.97,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0010.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0011.wav,2.21,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0011.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0012.wav,5.54,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0012.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0013.wav,2.94,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0013.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0014.wav,1.92,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0014.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0015.wav,2.5,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0015.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0016.wav,5.76,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0016.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0017.wav,1.89,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0017.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0018.wav,2.62,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0018.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0019.wav,9.44,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0019.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0020.wav,4.22,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0020.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0021.wav,7.17,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0021.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0022.wav,2.88,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0022.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0023.wav,1.98,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0023.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0024.wav,1.09,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0024.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0025.wav,4.67,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0025.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0026.wav,4.0,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0026.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0027.wav,3.49,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0027.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0028.wav,2.21,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0028.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0029.wav,3.04,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0029.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0030.wav,2.05,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0030.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0031.wav,3.81,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0031.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0032.wav,1.95,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0032.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0033.wav,3.17,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0033.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0034.wav,2.02,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0034.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0035.wav,2.14,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0035.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0036.wav,2.56,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0036.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0037.wav,3.65,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0037.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0038.wav,3.9,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0038.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0039.wav,4.03,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0039.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0040.wav,3.74,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0040.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0041.wav,4.54,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0041.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0042.wav,2.56,data/raw/speech/english/LibriSpeech/dev-clean/1462/170142/1462-170142-0042.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0000.wav,14.3,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0000.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0001.wav,4.06,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0001.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0002.wav,1.86,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0002.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0003.wav,7.97,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0003.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0004.wav,7.46,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0004.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0005.wav,3.17,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0005.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0006.wav,3.01,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0006.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0007.wav,5.76,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0007.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0008.wav,2.14,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0008.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0009.wav,2.21,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0009.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0010.wav,2.02,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0010.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0011.wav,1.98,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0011.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0012.wav,1.76,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0012.flac
data/processed/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0013.wav,4.03,data/raw/speech/english/LibriSpeech/dev-clean/1462/170145/1462-170145-0013.flac
