filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
data/processed\speech\english\LibriSpeech\train-clean-100\5463\39174\5463-39174-0009.wav,-288.99457,76.503395,12.710757,19.577501,8.166277,21.295816,-10.576852,-7.7301717,-5.79066,-6.838974,4.8409348,-3.5072746,9.0295105,speech
data/processed\speech\english\LibriSpeech\train-clean-100\125\121124\125-121124-0066.wav,-195.99484,43.880577,-18.948404,37.25375,-18.475721,2.5116942,-10.123623,-3.38359,2.6022534,-1.5105795,-4.4029465,-2.22812,-0.17921261,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7505\258958\7505-258958-0025.wav,-262.4183,87.452866,16.259237,21.102083,5.239507,1.0389453,-4.0105166,-13.262848,-11.173532,-0.21304862,-3.3915327,-8.0051155,-1.8460097,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3440\171009\3440-171009-0022.wav,-231.39156,87.92712,-20.2137,18.710466,-4.6090703,3.1986673,-8.704293,0.12044567,-5.0028663,-1.1029009,-1.0297431,1.9378875,5.2777457,speech
data/processed\speech\english\LibriSpeech\dev-clean\8842\302203\8842-302203-0001.wav,-215.0528,85.58868,-35.618347,16.640182,-13.900445,-12.812098,-20.272444,-13.934977,-5.023819,-2.8675623,4.6864505,-5.22402,1.1605078,speech
data/processed\speech\english\LibriSpeech\dev-clean\652\129742\652-129742-0008.wav,-177.43774,120.278496,11.464083,24.457308,-14.201162,1.515046,-12.31499,-0.19727205,3.134885,-4.967266,2.041966,7.1201367,-4.3176994,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4362\15663\4362-15663-0052.wav,-289.461,73.86229,-0.79951036,19.52261,0.59268844,-12.302087,-17.817923,-22.304369,-9.767317,-6.2440357,-10.079144,-5.5898232,-3.7860873,speech
data/processed\speech\english\LibriSpeech\train-clean-100\481\123720\481-123720-0040.wav,-233.43166,103.141396,-5.9860353,22.401365,-3.9843469,-6.7969503,-11.512483,-12.460116,1.4939706,0.16420326,5.47785,0.22180197,-7.7999635,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3168\173565\3168-173565-0046.wav,-209.75339,53.362366,-20.349302,28.088179,7.2560687,-5.870547,-5.2265496,-6.014246,-4.7147317,-3.8132272,-0.22229831,1.3034998,-1.9684861,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5022\29411\5022-29411-0044.wav,-208.9035,86.480515,-5.452771,19.588045,3.1643565,-23.17159,-10.597706,-9.526146,-2.5113993,-5.883697,-8.549807,1.3665444,-6.7911234,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6437\66173\6437-66173-0058.wav,-258.49387,104.22492,26.000431,16.874418,11.201616,-6.678807,-18.57479,-5.5157623,-7.632367,5.919841,-7.315269,2.849658,1.9139389,speech
data/processed\speech\english\LibriSpeech\train-clean-100\587\54108\587-54108-0015.wav,-234.56316,26.86166,24.01185,32.821796,-17.738764,0.36653838,5.2468143,5.0058966,3.7306366,4.260416,0.26724115,6.0010486,5.4236493,speech
data/processed\speech\english\LibriSpeech\train-clean-100\150\132655\150-132655-0007.wav,-118.974976,32.687027,-14.27526,16.50468,-5.973618,1.008985,-21.446165,0.050778676,2.1551626,-0.61028975,-1.4275382,3.2182767,-0.30700758,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8419\286667\8419-286667-0008.wav,-232.04655,42.619923,-8.780038,9.763498,-11.956022,-7.914226,-16.635921,-2.070546,-16.64185,-1.7645705,-14.135628,0.55947345,-3.0012321,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3857\180923\3857-180923-0006.wav,-203.49858,65.64882,17.296171,31.666576,3.5687268,17.404463,-14.07354,-2.4052694,-17.452936,-7.0452127,-4.1540613,-4.9231067,5.556726,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4137\11701\4137-11701-0034.wav,-266.64407,65.03977,-4.684046,3.464015,-21.949167,-21.295633,-21.745552,-13.009186,-7.3196383,-13.750754,-6.3544106,-8.150105,-3.9077728,speech
data/processed\speech\english\LibriSpeech\train-clean-100\32\4137\32-4137-0030.wav,-199.54782,116.53104,-3.963279,2.9063592,-43.88491,-11.128716,-11.825415,-16.532179,0.1807437,-14.316763,0.20950317,-2.0493593,-6.0006204,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6272\70171\6272-70171-0016.wav,-223.8653,111.70942,-9.108235,25.05294,-9.782197,-10.53662,-21.95016,-16.157776,-3.9782999,-6.6808553,-7.5550275,-4.1233325,0.2336579,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6272\70168\6272-70168-0027.wav,-351.91498,85.962685,-10.8227625,14.47747,-5.9886503,-14.609814,-17.673351,-9.248733,1.3407065,-3.6158245,1.8193476,0.3017159,-1.9347919,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7264\92314\7264-92314-0001.wav,-197.5024,96.6533,-4.243883,36.040768,4.300885,6.5536714,-7.6860914,-23.75098,-13.512189,7.5456524,-18.030575,-5.3490963,-3.6594331,speech
data/processed\speech\english\LibriSpeech\train-clean-100\839\130898\839-130898-0080.wav,-290.3341,86.808365,-9.961225,24.03731,-6.0089326,11.035597,-3.2562878,-8.427937,0.2082933,1.2289232,7.03425,1.757092,0.8681434,speech
data/processed\speech\english\LibriSpeech\train-clean-100\60\121082\60-121082-0051.wav,-211.16124,104.360794,-14.69592,46.265026,-2.9857898,-1.488975,4.084912,-14.49533,-0.25108603,0.95059305,-1.4725691,-2.281457,2.0060818,speech
data/processed\speech\english\LibriSpeech\train-clean-100\587\54108\587-54108-0002.wav,-206.04955,22.669012,31.35986,25.5528,-16.891674,-0.8291834,3.014978,1.8461432,6.335586,3.6552463,-0.12744334,10.511118,0.8507891,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4441\76250\4441-76250-0037.wav,-198.69978,106.83864,5.407455,20.26893,3.643923,1.5839022,8.3112,-12.094115,-1.6723473,-0.99576163,6.541129,3.1616967,-3.4280937,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5678\43302\5678-43302-0026.wav,-328.81396,91.46004,10.119528,33.14505,5.095214,8.871006,0.3226086,-0.56260073,1.10464,1.7332689,1.181252,1.2449372,-0.8736949,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5750\100289\5750-100289-0068.wav,-216.32253,100.89871,4.2086005,39.314606,3.1601996,-2.0036023,0.73839504,-12.318955,-6.17856,-0.78626037,-7.04404,0.8637778,-6.4411716,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6818\68772\6818-68772-0048.wav,-291.07062,80.38942,-2.6294813,29.040588,-8.584864,-6.0983934,-19.178345,-8.371632,0.9568678,-4.7884536,-4.4773145,-1.1799413,4.017375,speech
data/processed\speech\english\LibriSpeech\train-clean-100\32\4137\32-4137-0008.wav,-226.31146,84.40341,4.272302,-1.3719257,-18.82665,-1.6528406,-24.632542,-11.740924,-9.562659,-3.6479802,-4.6866436,0.64997387,-1.4076856,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2196\174172\2196-174172-0038.wav,-208.91852,64.50882,1.3509532,21.958906,4.6920137,-11.931613,-6.4351997,3.4433177,-6.5166273,6.5856133,-3.6712046,2.2193692,13.807121,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2893\139310\2893-139310-0009.wav,-258.6308,84.55111,3.459921,27.507483,-5.395132,-3.452214,-7.731699,-12.645892,0.9053541,-11.565772,-6.4619756,-7.773617,-4.231553,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7780\274562\7780-274562-0033.wav,-271.5368,88.34574,-7.756245,14.631487,-3.5210533,1.411021,-7.948714,-8.065842,-4.6273756,-6.66862,-17.25371,-14.455873,-11.291037,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6818\68772\6818-68772-0031.wav,-271.4323,94.43118,-17.605345,19.149221,-17.39128,-7.302508,-13.51859,-10.3605175,-1.1258783,-5.833695,-2.811268,-6.1269546,4.5577683,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3436\172162\3436-172162-0009.wav,-210.24936,94.371925,-17.383497,19.885561,-22.011873,-5.5058446,-7.989086,-19.326958,-5.8146453,-4.9398007,-7.003635,-3.902183,-6.6218004,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3235\28452\3235-28452-0018.wav,-207.44958,84.803345,-14.459242,-4.60983,-9.433452,-10.776302,-13.228263,-22.026106,-12.690143,-8.446663,-11.900172,-9.839729,-5.316008,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2002\139469\2002-139469-0012.wav,-242.29692,94.18039,7.489657,3.961208,0.25683245,-1.4943073,-10.811059,-11.350842,-7.2901115,-8.235227,-7.411104,-5.08617,-5.9887085,speech
data/processed\speech\english\LibriSpeech\train-clean-100\87\121553\87-121553-0090.wav,-225.82191,57.40708,-28.307013,8.539134,-7.224302,-22.904665,-13.817365,-14.223388,-10.187592,-11.349557,-10.114954,-9.953205,-0.69994813,speech
data/processed\speech\english\LibriSpeech\train-clean-100\887\123289\887-123289-0019.wav,-250.67628,75.96753,-36.196648,-2.7709193,-11.889151,-10.655131,-20.411732,-12.135855,-17.289341,3.2109559,-8.334654,3.9139645,-2.386719,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4441\76263\4441-76263-0017.wav,-226.42989,107.33861,11.976535,23.149853,7.0124745,-4.824074,12.616527,-7.0595365,-5.2701693,-3.442064,2.6850681,1.608632,-0.8494275,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5463\39174\5463-39174-0011.wav,-245.57724,90.24318,3.0107932,22.281519,3.4383206,15.418632,-8.845488,-2.3609302,-5.3093925,-7.054185,2.9908404,5.122037,9.763644,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5514\19193\5514-19193-0017.wav,-269.7813,61.97015,-14.406304,3.3593047,-26.110407,-22.239521,-5.3425045,-6.7744317,-9.077081,-1.2250657,-3.1235614,4.1066513,-6.0027604,speech
data/processed\speech\english\LibriSpeech\train-clean-100\103\1240\103-1240-0004.wav,-199.17336,58.326126,-5.301804,28.055767,-10.840327,-11.010775,-11.951548,7.1932106,-1.5978031,3.7070296,4.767231,3.5324779,6.5417776,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4680\16042\4680-16042-0012.wav,-281.8001,63.937626,-14.488411,12.741569,-15.7634325,-20.011236,-29.666794,-11.448274,-16.13007,-6.255122,-1.7817365,-5.0512285,-2.5483646,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4051\11218\4051-11218-0055.wav,-217.16989,40.086033,-8.1263,19.826902,-17.213017,-9.781399,-4.4478755,-4.0481634,-4.0490365,-7.4637647,-0.58757395,-5.327139,-0.7097369,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7635\105409\7635-105409-0042.wav,-216.77438,47.513435,1.2332555,8.997934,-4.5361695,6.897057,-26.833763,15.607801,-10.13564,-10.818767,2.7983758,-0.7054281,7.2146606,speech
data/processed\speech\english\LibriSpeech\train-clean-100\298\126791\298-126791-0032.wav,-165.2944,55.313236,-21.113451,29.489635,0.5555954,-7.0278225,-13.141954,-6.9332733,3.8676672,-3.9598386,-0.4898657,-7.638657,0.85682976,speech
data/processed\speech\english\LibriSpeech\train-clean-100\78\368\78-368-0036.wav,-240.23633,105.930115,8.117679,33.98241,13.188587,0.5583798,-1.3234937,-3.7720494,-1.8486284,1.9238523,-2.4219925,1.6499829,-0.5592797,speech
data/processed\speech\english\LibriSpeech\train-clean-100\426\122822\426-122822-0033.wav,-228.82849,90.6631,15.594678,27.940193,2.5524209,0.27408332,-0.564847,-1.4219282,1.1804534,1.2710185,-6.718663,-1.4608963,-0.20655227,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7402\90848\7402-90848-0021.wav,-261.92694,95.45544,-29.492174,13.736136,-32.460457,-20.75373,-11.613699,-25.424774,-9.489165,-6.3243375,-8.294842,-18.638,-8.457157,speech
data/processed/nonspeech/musan/music/jamendo/music-jamendo-0176.wav,-52.51871,71.19033,10.880701,14.67494,8.77298,16.170687,6.009164,8.194746,1.9233171,7.0472074,0.7735011,5.089038,-1.5100794,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\6836\76549\6836-76549-0031.wav,-148.27519,100.90757,-0.37380853,32.196404,9.900527,5.3030324,10.45816,-21.921907,-5.199419,-10.098361,-5.262262,-3.4341364,-8.036052,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1502\122619\1502-122619-0004.wav,-244.42769,94.96431,6.5524416,24.869091,0.91586983,0.6685428,-4.0940437,-1.9530312,0.6181891,-1.9412942,-7.8768983,-5.280197,-1.2230015,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2817\142380\2817-142380-0006.wav,-228.39975,65.8183,12.924113,20.582567,1.7384098,2.3446176,-12.961172,-7.0124707,0.5713354,-11.501954,-6.5290504,-10.293056,3.3443437,speech
data/processed\speech\english\LibriSpeech\train-clean-100\150\126107\150-126107-0019.wav,-221.17868,47.658676,8.739802,21.348524,-3.2016418,2.4048755,0.056366313,-0.48751664,5.1011877,-0.47398353,1.8082465,4.490503,7.9422555,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1034\121119\1034-121119-0095.wav,-237.28561,118.06364,-8.459594,33.59813,2.2929022,1.7639707,-2.6120799,5.08642,4.8461924,3.0168023,-2.3386772,3.6149004,3.3428364,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3879\173592\3879-173592-0010.wav,-283.6648,99.9904,-9.576061,31.691324,-12.95436,2.8418145,-8.152914,-9.926826,-3.4223487,-5.142494,-8.839971,-6.832425,-0.34545627,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1235\135884\1235-135884-0031.wav,-156.9713,109.492905,-15.232913,34.150616,-2.5946727,1.6036966,-16.422974,-7.3727593,-0.89837116,-2.2802148,0.8362218,-2.6758358,1.5405539,speech
data/processed\speech\english\LibriSpeech\train-clean-100\201\127786\201-127786-0059.wav,-196.3944,126.64509,3.73521,31.080793,-4.86718,3.1958668,-6.054589,-10.056626,1.8303095,-7.6940813,1.8081416,-4.044381,-1.656684,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8609\262281\8609-262281-0030.wav,-327.84235,43.735344,-61.991474,38.72901,-2.214994,6.2074428,-3.8488278,9.308029,1.1657971,3.3433013,2.4075038,14.6898,1.9281946,speech
data/processed\speech\english\LibriSpeech\train-clean-100\27\124992\27-124992-0047.wav,-164.24075,71.625694,-12.442775,33.724632,-6.5484447,-1.009347,-7.5524316,0.5343304,2.550116,11.514055,-5.63232,2.531319,2.2841275,speech
data/processed\speech\english\LibriSpeech\train-clean-100\89\219\89-219-0061.wav,-206.62643,97.73171,-0.12401157,30.564642,-1.2553899,-23.371923,-19.751993,-17.098017,-6.7501745,-10.290693,-9.512014,-3.4941752,-7.0829372,speech
data/processed/nonspeech/musan/speech/us-gov/speech-us-gov-0162.wav,-276.70663,149.66226,-34.008595,50.359615,7.5096617,-15.09575,11.44953,-19.142284,2.2181108,2.203773,-11.278787,7.681365,-6.9499617,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\730\359\730-359-0001.wav,-228.15118,94.04921,14.646708,33.97913,-1.4867537,12.425258,-9.490847,-5.9161105,2.0928562,-4.8430605,-1.907131,-2.5437486,0.707511,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5561\39621\5561-39621-0016.wav,-108.74262,100.830635,-23.742285,20.437712,-14.713811,4.6059422,-4.628132,-9.550676,-5.6260085,-2.5738392,-1.5707726,-3.921456,-2.2100725,speech
data/processed\speech\english\LibriSpeech\train-clean-100\289\121652\289-121652-0012.wav,-253.18845,47.388355,-20.096344,43.39478,-23.07268,17.90996,0.96325684,6.495406,10.148438,-0.35952106,2.7973926,2.1578841,6.46167,speech
data/processed\speech\english\LibriSpeech\train-clean-100\6818\68772\6818-68772-0044.wav,-216.66231,81.43306,-9.597329,28.197636,-14.66685,-5.818748,-21.807615,-8.654113,-0.7591567,-9.301082,-5.711045,-4.7861185,4.7315903,speech
data/processed\speech\english\LibriSpeech\train-clean-100\19\198\19-198-0008.wav,-141.57964,82.47707,-13.168957,20.636505,-20.13435,-19.38345,-28.274805,-13.692944,-1.1605661,1.760248,2.6021795,3.7650063,-4.8636436,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2002\139469\2002-139469-0050.wav,-231.3018,121.40331,6.517618,13.376424,2.0958548,-9.374079,-14.952136,-10.507859,-1.0688553,-3.9216864,-12.809818,-11.576866,-5.7451673,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3947\13262\3947-13262-0029.wav,-219.88042,100.0869,11.020737,43.625313,-0.7009269,-5.718108,-7.0393696,-10.459724,-7.9153385,-8.529795,3.7568445,-3.4865997,6.1171393,speech
data/processed\speech\english\LibriSpeech\train-clean-100\4680\16042\4680-16042-0039.wav,-289.12338,73.02492,-6.5905704,3.9924965,-11.522079,-13.934584,-32.80325,-10.525865,-7.9927235,1.9231383,-4.5496426,-6.8494325,1.1433666,speech
data/processed\speech\english\LibriSpeech\train-clean-100\8088\284756\8088-284756-0100.wav,-174.63774,72.83316,-12.555737,42.81478,-5.522486,9.938084,-8.203063,-12.88784,10.514373,-0.41974247,-1.2023246,0.6238472,-4.8068,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7264\92316\7264-92316-0003.wav,-184.35254,93.99156,9.245524,34.717606,-4.657073,1.3458211,-7.6641707,-20.40672,-17.662024,6.3845134,-18.31848,-5.310095,-5.0602393,speech
data/processed\speech\english\LibriSpeech\train-clean-100\2002\139469\2002-139469-0022.wav,-258.17303,103.21865,9.976741,10.405984,3.6615472,-3.755929,-12.1615925,-11.829047,-12.206773,-11.492502,-5.522283,-1.776786,-9.175097,speech
data/processed/nonspeech/musan/music/fma/music-fma-0110.wav,-60.32807,72.134384,-0.69620836,38.111828,2.8847618,19.18076,4.8106894,8.931557,-3.816198,3.6377122,-2.3365896,-2.3816957,-6.562072,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\3486\166446\3486-166446-0034.wav,-133.16145,73.05518,-1.9046326,34.469246,-7.0493374,-8.739078,-22.27361,-14.671747,-10.73102,-13.374963,-2.775986,-6.056016,-6.1856575,speech
data/processed\speech\english\LibriSpeech\train-clean-100\3723\171115\3723-171115-0044.wav,-218.58548,76.78854,12.158584,42.282444,-0.5536707,-2.1207168,5.75985,-8.667733,7.1497436,-5.7724924,-6.841261,-4.002081,-5.6964927,speech
data/processed\speech\english\LibriSpeech\dev-clean\2078\142845\2078-142845-0031.wav,-219.85834,97.43404,10.396023,33.57238,11.217771,-0.96501404,-8.968486,-15.71861,6.2213264,-5.3143287,-4.3055882,3.395302,4.0994062,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5514\19192\5514-19192-0015.wav,-264.34082,93.079865,9.473526,11.148287,-30.508686,-16.936985,-1.4468433,-7.150657,-9.420562,-14.650339,-10.460893,4.6553264,-4.927029,speech
data/processed/nonspeech/musan/music/jamendo/music-jamendo-0168.wav,-62.15499,76.884544,7.6432486,8.0643635,1.0146189,4.6579094,3.5996408,2.9842842,-5.6769586,5.6928835,-5.070144,10.38472,2.648718,non_speech
data/processed\speech\english\LibriSpeech\train-clean-100\311\124404\311-124404-0100.wav,-253.28723,82.66212,17.164335,40.606075,-2.5876696,11.738203,5.713039,1.0090628,3.721577,4.25367,2.6900485,1.3498464,3.4897444,speech
data/processed\speech\english\LibriSpeech\train-clean-100\441\130108\441-130108-0028.wav,-240.37352,91.32798,19.936522,31.25534,0.37129164,8.571565,-8.948956,-0.25723165,3.6124244,3.8462865,-6.501994,1.0239669,5.4059873,speech
data/processed\speech\english\LibriSpeech\train-clean-100\7780\274562\7780-274562-0023.wav,-281.6802,86.84711,-7.839974,18.020063,-9.581033,-19.9778,-18.18811,-10.534518,-13.114248,-14.289516,-15.621654,-12.293759,-15.052384,speech
data/processed\speech\english\LibriSpeech\train-clean-100\1502\122619\1502-122619-0023.wav,-213.62053,112.02108,-0.040463377,28.998081,0.11764043,-6.226783,-5.6543097,-6.503296,-7.1114326,-5.661207,-3.2978063,-7.328265,-4.3834143,speech
data/processed\speech\english\LibriSpeech\train-clean-100\446\123502\446-123502-0035.wav,-265.43832,104.31658,-25.333616,37.083534,-15.966326,-5.791134,0.31015047,-15.464374,-1.2935684,-0.7995988,-2.4406662,-5.1300106,-3.365611,speech
data/processed\speech\english\LibriSpeech\train-clean-100\5688\41232\5688-41232-0020.wav,-217.66011,43.859,22.665718,31.234016,-3.7501063,-13.55623,-12.53953,2.2335079,5.1257625,11.129115,-1.3732361,-3.9120617,-0.15481114,speech
data/processed\speech\english\LibriSpeech\train-clean-100\311\124404\311-124404-0088.wav,-236.31995,78.07201,20.447039,46.54611,1.0757836,13.434505,1.9682184,1.1465786,4.3816175,3.4833488,0.9670036,1.1972066,4.3400445,speech
